x,y,utc
913375.832373,574804.60126,1394765903.0
913375.914304,574804.339353,1394765910.0
913376.067396,574805.096915,1394765926.0
913376.067396,574805.096915,1394765932.0
913376.067396,574805.096915,1394765939.0
913375.761268,574804.502308,1394765956.0
913376.306685,574803.200787,1394765984.0
913283.620686,575608.21086,1394766367.0
913771.117959,574844.069672,1394766490.0
913555.999534,575709.091718,1394766530.0
913757.171594,575508.968275,1394766549.0
913256.656444,575650.381521,1394766633.0
912207.756878,580770.674935,1394766832.0
911483.023797,579515.476803,1394766850.0
913838.888092,575267.091061,1394766993.0
914304.572771,575287.264991,1394766994.0
911601.665697,579287.603054,1394767516.0
913837.216463,575319.966171,1394767860.0
913839.922897,575264.553494,1394768072.0
912220.044042,580780.997328,1394768118.0
912221.862008,580786.677798,1394768736.0
912223.606861,580786.245369,1394768819.0
913548.566485,574913.943374,1394768849.0
913488.385898,574940.203432,1394768881.0
912220.854218,580782.295604,1394768885.0
912228.152362,577501.258621,1394768908.0
911466.161311,579528.653644,1394768960.0
913487.751033,574940.277797,1394768973.0
913491.877238,574938.139936,1394769005.0
913801.80912,575189.510369,1394769055.0
913549.301782,574903.373735,1394769057.0
913803.700189,575189.691514,1394769075.0
912220.606716,580781.203672,1394769110.0
913533.099117,574905.708504,1394769150.0
913801.828431,575186.395743,1394769186.0
913803.974224,575190.176152,1394769240.0
911959.116155,577520.875893,1394769453.0
913025.135141,573802.224892,1394769454.0
913493.150815,574939.625717,1394769478.0
913025.135141,573802.224892,1394769482.0
913025.135141,573802.224892,1394769619.0
913025.135141,573802.224892,1394769978.0
913025.135141,573802.224892,1394770117.0
913025.135141,573802.224892,1394770263.0
913025.135141,573802.224892,1394770290.0
913275.720328,575608.221292,1394770308.0
913026.07839,573801.538086,1394770340.0
913026.07839,573801.538086,1394770356.0
913026.07839,573801.538086,1394770387.0
913026.07839,573801.538086,1394770462.0
913026.07839,573801.538086,1394770525.0
911310.834887,579049.878495,1394770540.0
913026.07839,573801.538086,1394770562.0
913026.07839,573801.538086,1394770583.0
911310.834887,579049.878495,1394770611.0
914368.074993,574109.868194,1394770619.0
913026.07839,573801.538086,1394770798.0
911310.834887,579049.878495,1394770847.0
913264.886933,574696.923444,1394770881.0
913628.522507,574855.129604,1394770913.0
915312.944883,579707.092294,1394770957.0
913265.894485,574696.293412,1394770983.0
911310.834887,579049.878495,1394771064.0
913265.743213,574697.378,1394771122.0
911310.834887,579049.878495,1394771256.0
913741.894275,575497.835174,1394771283.0
913753.1732,575175.163498,1394771363.0
913999.775408,575464.210956,1394771391.0
